Trade #,Data,Hora,Direção,Contratos,PnL Bruto,Comissões,PnL Líquido
1746,2025-10-29,10:02:00,SHORT,0,-4.25,0.0,-4.25
1747,2025-10-29,10:12:00,SHORT,0,-1.75,0.0,-1.75
1748,2025-10-29,10:33:00,SHORT,0,9.25,0.0,9.25
1749,2025-10-29,10:38:00,SHORT,0,-3.5,0.0,-3.5
1750,2025-10-29,10:59:00,SHORT,0,-1.0,0.0,-1.0
1751,2025-10-29,11:45:00,SHORT,0,27.5,0.0,27.5
1752,2025-10-29,11:47:00,SHORT,0,0.0,0.0,0.0
1753,2025-10-29,12:21:00,SHORT,0,-6.25,0.0,-6.25
1754,2025-10-29,13:04:00,SHORT,0,3.75,0.0,3.75
1755,2025-10-29,13:23:00,SHORT,0,1.5,0.0,1.5
1756,2025-10-29,13:39:00,SHORT,0,-11.25,0.0,-11.25
1757,2025-10-29,13:42:00,SHORT,0,-5.25,0.0,-5.25
1758,2025-10-29,13:44:00,SHORT,0,-2.25,0.0,-2.25
1759,2025-10-29,13:47:00,SHORT,0,-2.75,0.0,-2.75
1760,2025-10-29,13:50:00,SHORT,0,-9.75,0.0,-9.75
1761,2025-10-29,13:52:00,SHORT,0,-8.25,0.0,-8.25
1762,2025-10-29,14:06:00,SHORT,0,5.0,0.0,5.0
1763,2025-10-29,14:27:00,SHORT,0,-11.0,0.0,-11.0
1764,2025-10-29,14:42:00,SHORT,0,-2.0,0.0,-2.0
1765,2025-10-29,14:44:00,SHORT,0,-11.0,0.0,-11.0
1766,2025-10-29,15:05:00,SHORT,0,-15.5,0.0,-15.5
1767,2025-10-29,15:09:00,SHORT,0,-3.5,0.0,-3.5
1768,2025-10-29,15:31:00,SHORT,0,-5.0,0.0,-5.0
1769,2025-10-29,15:52:00,SHORT,0,-12.75,0.0,-12.75
1770,2025-10-29,15:57:00,SHORT,0,-5.0,0.0,-5.0
1771,2025-10-29,16:01:00,SHORT,0,-5.0,0.0,-5.0
1772,2025-10-29,16:38:00,SHORT,0,16.5,0.0,16.5
1773,2025-10-29,16:50:00,SHORT,0,0.0,0.0,0.0
1774,2025-10-29,17:01:00,SHORT,0,0.25,0.0,0.25
1775,2025-10-29,17:11:00,SHORT,0,-0.75,0.0,-0.75
1776,2025-10-29,17:19:00,SHORT,0,-0.75,0.0,-0.75
1777,2025-10-29,17:58:00,SHORT,0,5.75,0.0,5.75
1778,2025-10-29,18:01:00,SHORT,0,-8.75,0.0,-8.75
1779,2025-10-29,18:04:00,SHORT,0,-10.25,0.0,-10.25
1780,2025-10-29,18:14:00,SHORT,0,-18.75,0.0,-18.75
1781,2025-10-29,18:22:00,SHORT,0,-17.25,0.0,-17.25
1782,2025-10-29,18:28:00,SHORT,0,-4.75,0.0,-4.75
1783,2025-10-29,18:37:00,SHORT,0,-94.0,0.0,-94.0
1784,2025-10-29,19:05:00,SHORT,0,-20.0,0.0,-20.0
1785,2025-10-29,19:19:00,SHORT,0,5.25,0.0,5.25
1786,2025-10-29,19:30:00,SHORT,0,11.0,0.0,11.0
1787,2025-10-29,19:33:00,SHORT,0,-14.75,0.0,-14.75
1788,2025-10-29,19:43:00,SHORT,0,-5.0,0.0,-5.0
1789,2025-10-29,20:07:00,SHORT,0,44.25,0.0,44.25
1790,2025-10-29,20:21:00,SHORT,0,-17.75,0.0,-17.75
1791,2025-10-29,20:55:00,SHORT,0,30.5,0.0,30.5
1792,2025-10-29,22:16:00,SHORT,0,-13.0,0.0,-13.0
1793,2025-10-29,22:25:00,SHORT,0,-5.5,0.0,-5.5
1794,2025-10-29,22:46:00,SHORT,0,-3.25,0.0,-3.25
1795,2025-10-29,22:56:00,SHORT,0,0.5,0.0,0.5
1796,2025-10-29,23:01:00,SHORT,0,-4.25,0.0,-4.25
1797,2025-10-29,23:08:00,SHORT,0,-3.75,0.0,-3.75
1798,2025-10-29,23:33:00,SHORT,0,6.75,0.0,6.75
1799,2025-10-29,23:35:00,SHORT,0,-6.0,0.0,-6.0
1800,2025-10-30,00:37:00,SHORT,0,91.75,0.0,91.75
1801,2025-10-30,00:42:00,SHORT,0,-6.25,0.0,-6.25
1802,2025-10-30,00:51:00,SHORT,0,-2.0,0.0,-2.0
1803,2025-10-30,01:06:00,SHORT,0,-22.0,0.0,-22.0
1804,2025-10-30,01:16:00,SHORT,0,-2.75,0.0,-2.75
1805,2025-10-30,01:19:00,SHORT,0,-4.0,0.0,-4.0
1806,2025-10-30,01:51:00,SHORT,0,6.75,0.0,6.75
1807,2025-10-30,01:55:00,SHORT,0,-3.25,0.0,-3.25
1808,2025-10-30,01:59:00,SHORT,0,-3.25,0.0,-3.25
1809,2025-10-30,02:33:00,SHORT,0,49.0,0.0,49.0
1810,2025-10-30,02:51:00,SHORT,0,-6.75,0.0,-6.75
1811,2025-10-30,02:56:00,SHORT,0,-3.0,0.0,-3.0
1812,2025-10-30,03:24:00,SHORT,0,17.0,0.0,17.0
1813,2025-10-30,03:27:00,SHORT,0,-1.5,0.0,-1.5
1814,2025-10-30,03:42:00,SHORT,0,-5.5,0.0,-5.5
1815,2025-10-30,03:55:00,SHORT,0,-2.25,0.0,-2.25
1816,2025-10-30,04:50:00,SHORT,0,-46.5,0.0,-46.5
1817,2025-10-30,04:56:00,SHORT,0,0.5,0.0,0.5
1818,2025-10-30,05:14:00,SHORT,0,-1.0,0.0,-1.0
1819,2025-10-30,05:45:00,SHORT,0,46.5,0.0,46.5
1820,2025-10-30,05:57:00,SHORT,0,-4.5,0.0,-4.5
1821,2025-10-30,06:35:00,SHORT,0,-6.5,0.0,-6.5
1822,2025-10-30,06:39:00,SHORT,0,-6.5,0.0,-6.5
1823,2025-10-30,06:43:00,SHORT,0,-3.5,0.0,-3.5
1824,2025-10-30,06:58:00,SHORT,0,-0.5,0.0,-0.5
1825,2025-10-30,07:26:00,SHORT,0,7.5,0.0,7.5
1826,2025-10-30,07:38:00,SHORT,0,-3.75,0.0,-3.75
1827,2025-10-30,08:06:00,SHORT,0,16.25,0.0,16.25
1828,2025-10-30,08:25:00,SHORT,0,-6.75,0.0,-6.75
1829,2025-10-30,08:32:00,SHORT,0,-17.25,0.0,-17.25
1830,2025-10-30,08:36:00,SHORT,0,-7.5,0.0,-7.5
1831,2025-10-30,09:00:00,SHORT,0,11.0,0.0,11.0
1832,2025-10-30,09:05:00,SHORT,0,-6.25,0.0,-6.25
1833,2025-10-30,09:13:00,SHORT,0,-8.75,0.0,-8.75
1834,2025-10-30,10:01:00,SHORT,0,-5.5,0.0,-5.5
1835,2025-10-30,10:20:00,SHORT,0,-0.5,0.0,-0.5
1836,2025-10-30,10:42:00,SHORT,0,12.0,0.0,12.0
1837,2025-10-30,10:46:00,SHORT,0,-7.25,0.0,-7.25
1838,2025-10-30,10:49:00,SHORT,0,-6.75,0.0,-6.75
1839,2025-10-30,10:56:00,SHORT,0,-8.25,0.0,-8.25
1840,2025-10-30,11:01:00,SHORT,0,-1.25,0.0,-1.25
1841,2025-10-30,11:12:00,SHORT,0,2.0,0.0,2.0
1842,2025-10-30,11:49:00,SHORT,0,32.5,0.0,32.5
1843,2025-10-30,12:09:00,SHORT,0,-14.0,0.0,-14.0
1844,2025-10-30,13:09:00,SHORT,0,-4.25,0.0,-4.25
1845,2025-10-30,13:18:00,SHORT,0,-14.5,0.0,-14.5
1846,2025-10-30,13:29:00,SHORT,0,-2.5,0.0,-2.5
1847,2025-10-30,13:32:00,SHORT,0,-39.75,0.0,-39.75
1848,2025-10-30,14:06:00,SHORT,0,69.25,0.0,69.25
1849,2025-10-30,14:10:00,SHORT,0,-50.0,0.0,-50.0
1850,2025-10-30,14:34:00,SHORT,0,-11.5,0.0,-11.5
1851,2025-10-30,14:40:00,SHORT,0,-13.0,0.0,-13.0
1852,2025-10-30,14:50:00,SHORT,0,3.25,0.0,3.25
1853,2025-10-30,14:52:00,SHORT,0,-7.0,0.0,-7.0
1854,2025-10-30,15:28:00,SHORT,0,1.25,0.0,1.25
1855,2025-10-30,16:00:00,SHORT,0,-15.0,0.0,-15.0
1856,2025-10-30,16:31:00,SHORT,0,91.25,0.0,91.25
1857,2025-10-30,16:54:00,SHORT,0,-18.25,0.0,-18.25
1858,2025-10-30,17:02:00,SHORT,0,-3.5,0.0,-3.5
1859,2025-10-30,17:37:00,SHORT,0,-2.5,0.0,-2.5
1860,2025-10-30,18:04:00,SHORT,0,7.75,0.0,7.75
1861,2025-10-30,18:38:00,SHORT,0,-19.5,0.0,-19.5
1862,2025-10-30,18:59:00,SHORT,0,-23.75,0.0,-23.75
1863,2025-10-30,19:40:00,SHORT,0,-22.5,0.0,-22.5
1864,2025-10-30,19:56:00,SHORT,0,-19.5,0.0,-19.5
1865,2025-10-30,20:32:00,SHORT,0,-22.75,0.0,-22.75
1866,2025-10-30,22:18:00,SHORT,0,132.5,0.0,132.5
1867,2025-10-30,22:35:00,SHORT,0,-4.5,0.0,-4.5
1868,2025-10-30,23:04:00,SHORT,0,-4.75,0.0,-4.75
1869,2025-10-30,23:08:00,SHORT,0,-6.75,0.0,-6.75
1870,2025-10-30,23:16:00,SHORT,0,-4.0,0.0,-4.0
1871,2025-10-30,23:33:00,SHORT,0,-5.25,0.0,-5.25
1872,2025-10-31,00:04:00,SHORT,0,23.0,0.0,23.0
1873,2025-10-31,00:38:00,SHORT,0,21.5,0.0,21.5
1874,2025-10-31,00:40:00,SHORT,0,-3.0,0.0,-3.0
1875,2025-10-31,00:45:00,SHORT,0,-4.5,0.0,-4.5
1876,2025-10-31,00:51:00,SHORT,0,-4.0,0.0,-4.0
1877,2025-10-31,01:08:00,SHORT,0,-2.25,0.0,-2.25
1878,2025-10-31,01:48:00,SHORT,0,7.5,0.0,7.5
1879,2025-10-31,02:07:00,SHORT,0,1.25,0.0,1.25
1880,2025-10-31,02:22:00,SHORT,0,-2.5,0.0,-2.5
1881,2025-10-31,02:27:00,SHORT,0,-10.75,0.0,-10.75
1882,2025-10-31,03:18:00,SHORT,0,3.75,0.0,3.75
1883,2025-10-31,03:22:00,SHORT,0,-9.5,0.0,-9.5
1884,2025-10-31,04:02:00,SHORT,0,14.75,0.0,14.75
1885,2025-10-31,04:23:00,SHORT,0,5.0,0.0,5.0
1886,2025-10-31,04:47:00,SHORT,0,-8.5,0.0,-8.5
1887,2025-10-31,05:26:00,SHORT,0,-4.75,0.0,-4.75
1888,2025-10-31,05:49:00,SHORT,0,-4.5,0.0,-4.5
1889,2025-10-31,06:22:00,SHORT,0,-10.0,0.0,-10.0
1890,2025-10-31,06:46:00,SHORT,0,-0.75,0.0,-0.75
1891,2025-10-31,08:03:00,SHORT,0,43.25,0.0,43.25
1892,2025-10-31,08:28:00,SHORT,0,-3.25,0.0,-3.25
1893,2025-10-31,08:38:00,SHORT,0,-2.75,0.0,-2.75
1894,2025-10-31,09:06:00,SHORT,0,15.0,0.0,15.0
1895,2025-10-31,09:21:00,SHORT,0,-0.5,0.0,-0.5
1896,2025-10-31,09:57:00,SHORT,0,-9.5,0.0,-9.5
1897,2025-10-31,10:00:00,SHORT,0,-1.5,0.0,-1.5
1898,2025-10-31,10:03:00,SHORT,0,-6.5,0.0,-6.5
1899,2025-10-31,10:07:00,SHORT,0,-5.5,0.0,-5.5
1900,2025-10-31,10:16:00,SHORT,0,-3.75,0.0,-3.75
1901,2025-10-31,10:57:00,SHORT,0,0.25,0.0,0.25
1902,2025-10-31,11:04:00,SHORT,0,-6.75,0.0,-6.75
1903,2025-10-31,11:19:00,SHORT,0,-2.5,0.0,-2.5
1904,2025-10-31,11:23:00,SHORT,0,-2.0,0.0,-2.0
1905,2025-10-31,11:39:00,SHORT,0,-1.75,0.0,-1.75
1906,2025-10-31,12:34:00,SHORT,0,50.0,0.0,50.0
1907,2025-10-31,12:57:00,SHORT,0,-8.0,0.0,-8.0
1908,2025-10-31,13:17:00,SHORT,0,-2.25,0.0,-2.25
1909,2025-10-31,13:20:00,SHORT,0,-8.0,0.0,-8.0
1910,2025-10-31,13:24:00,SHORT,0,-1.75,0.0,-1.75
1911,2025-10-31,13:31:00,SHORT,0,-2.25,0.0,-2.25
1912,2025-10-31,14:09:00,SHORT,0,-5.25,0.0,-5.25
1913,2025-10-31,14:11:00,SHORT,0,-18.25,0.0,-18.25
1914,2025-10-31,14:13:00,SHORT,0,-9.75,0.0,-9.75
1915,2025-10-31,14:15:00,SHORT,0,-8.25,0.0,-8.25
1916,2025-10-31,14:23:00,SHORT,0,-28.25,0.0,-28.25
1917,2025-10-31,14:57:00,SHORT,0,59.25,0.0,59.25
1918,2025-10-31,15:02:00,SHORT,0,0.25,0.0,0.25
1919,2025-10-31,15:05:00,SHORT,0,-2.5,0.0,-2.5
1920,2025-10-31,15:23:00,SHORT,0,3.0,0.0,3.0
1921,2025-10-31,15:48:00,SHORT,0,-35.75,0.0,-35.75
1922,2025-10-31,16:42:00,SHORT,0,-11.5,0.0,-11.5
1923,2025-10-31,17:31:00,SHORT,0,-3.25,0.0,-3.25
1924,2025-10-31,17:38:00,SHORT,0,-40.25,0.0,-40.25
1925,2025-10-31,17:42:00,SHORT,0,-2.5,0.0,-2.5
1926,2025-10-31,17:59:00,SHORT,0,26.25,0.0,26.25
1927,2025-10-31,18:37:00,SHORT,0,40.0,0.0,40.0
1928,2025-10-31,18:43:00,SHORT,0,-8.0,0.0,-8.0
1929,2025-10-31,18:47:00,SHORT,0,-16.75,0.0,-16.75
1930,2025-10-31,19:05:00,SHORT,0,-8.75,0.0,-8.75
1931,2025-10-31,19:47:00,SHORT,0,62.25,0.0,62.25
1932,2025-10-31,20:22:00,SHORT,0,-9.0,0.0,-9.0
1933,2025-10-31,20:28:00,SHORT,0,-1.25,0.0,-1.25
1934,2025-10-31,20:31:00,SHORT,0,-6.0,0.0,-6.0
1935,2025-10-31,20:34:00,SHORT,0,-4.75,0.0,-4.75
1936,2025-10-31,20:41:00,SHORT,0,-4.75,0.0,-4.75
1937,2025-10-31,20:50:00,SHORT,0,-2.5,0.0,-2.5
1938,2025-11-02,23:01:00,SHORT,0,44.0,0.0,44.0
1939,2025-11-02,23:25:00,SHORT,0,28.5,0.0,28.5
1940,2025-11-03,00:01:00,SHORT,0,12.0,0.0,12.0
1941,2025-11-03,00:28:00,SHORT,0,11.25,0.0,11.25
1942,2025-11-03,00:39:00,SHORT,0,1.25,0.0,1.25
1943,2025-11-03,01:06:00,SHORT,0,2.5,0.0,2.5
1944,2025-11-03,01:24:00,SHORT,0,-3.5,0.0,-3.5
1945,2025-11-03,02:08:00,SHORT,0,-5.5,0.0,-5.5
1946,2025-11-03,02:11:00,SHORT,0,-2.75,0.0,-2.75
1947,2025-11-03,02:32:00,SHORT,0,7.5,0.0,7.5
1948,2025-11-03,02:57:00,SHORT,0,-4.75,0.0,-4.75
1949,2025-11-03,03:20:00,SHORT,0,-3.0,0.0,-3.0
1950,2025-11-03,03:47:00,SHORT,0,-4.25,0.0,-4.25
1951,2025-11-03,03:52:00,SHORT,0,1.0,0.0,1.0
1952,2025-11-03,04:03:00,SHORT,0,-3.0,0.0,-3.0
1953,2025-11-03,04:12:00,SHORT,0,-3.25,0.0,-3.25
1954,2025-11-03,04:17:00,SHORT,0,-3.25,0.0,-3.25
1955,2025-11-03,04:32:00,SHORT,0,0.5,0.0,0.5
1956,2025-11-03,04:34:00,SHORT,0,-1.0,0.0,-1.0
1957,2025-11-03,04:44:00,SHORT,0,-2.0,0.0,-2.0
1958,2025-11-03,05:07:00,SHORT,0,1.75,0.0,1.75
1959,2025-11-03,05:10:00,SHORT,0,-5.25,0.0,-5.25
1960,2025-11-03,05:47:00,SHORT,0,1.5,0.0,1.5
1961,2025-11-03,06:12:00,SHORT,0,-8.0,0.0,-8.0
1962,2025-11-03,06:46:00,SHORT,0,-12.75,0.0,-12.75
1963,2025-11-03,07:00:00,SHORT,0,-3.0,0.0,-3.0
1964,2025-11-03,07:22:00,SHORT,0,-6.0,0.0,-6.0
1965,2025-11-03,07:30:00,SHORT,0,-7.75,0.0,-7.75
1966,2025-11-03,07:36:00,SHORT,0,-5.5,0.0,-5.5
1967,2025-11-03,07:57:00,SHORT,0,-7.0,0.0,-7.0
1968,2025-11-03,08:03:00,SHORT,0,-5.5,0.0,-5.5
1969,2025-11-03,09:40:00,SHORT,0,113.75,0.0,113.75
1970,2025-11-03,09:44:00,SHORT,0,-0.75,0.0,-0.75
1971,2025-11-03,09:47:00,SHORT,0,-2.5,0.0,-2.5
1972,2025-11-03,10:28:00,SHORT,0,-2.5,0.0,-2.5
1973,2025-11-03,10:34:00,SHORT,0,-4.0,0.0,-4.0
1974,2025-11-03,10:58:00,SHORT,0,5.5,0.0,5.5
1975,2025-11-03,11:26:00,SHORT,0,8.25,0.0,8.25
1976,2025-11-03,11:35:00,SHORT,0,-4.75,0.0,-4.75
1977,2025-11-03,11:42:00,SHORT,0,-1.0,0.0,-1.0
1978,2025-11-03,11:44:00,SHORT,0,-5.75,0.0,-5.75
1979,2025-11-03,11:54:00,SHORT,0,-2.0,0.0,-2.0
1980,2025-11-03,12:06:00,SHORT,0,-0.25,0.0,-0.25
1981,2025-11-03,12:23:00,SHORT,0,2.5,0.0,2.5
1982,2025-11-03,12:47:00,SHORT,0,-8.75,0.0,-8.75
1983,2025-11-03,12:58:00,SHORT,0,-1.75,0.0,-1.75
1984,2025-11-03,13:17:00,SHORT,0,-7.0,0.0,-7.0
1985,2025-11-03,13:29:00,SHORT,0,-1.75,0.0,-1.75
1986,2025-11-03,13:53:00,SHORT,0,9.75,0.0,9.75
1987,2025-11-03,14:17:00,SHORT,0,35.25,0.0,35.25
1988,2025-11-03,14:28:00,SHORT,0,-3.25,0.0,-3.25
1989,2025-11-03,14:37:00,SHORT,0,-12.0,0.0,-12.0
1990,2025-11-03,15:17:00,SHORT,0,-19.75,0.0,-19.75
1991,2025-11-03,16:02:00,SHORT,0,15.0,0.0,15.0
1992,2025-11-03,16:14:00,SHORT,0,-6.25,0.0,-6.25
1993,2025-11-03,16:17:00,SHORT,0,-1.5,0.0,-1.5
1994,2025-11-03,16:27:00,SHORT,0,-6.25,0.0,-6.25
1995,2025-11-03,16:37:00,SHORT,0,-21.25,0.0,-21.25
1996,2025-11-03,16:50:00,SHORT,0,-11.5,0.0,-11.5
1997,2025-11-03,17:03:00,SHORT,0,5.25,0.0,5.25
1998,2025-11-03,17:06:00,SHORT,0,-10.5,0.0,-10.5
1999,2025-11-03,17:27:00,SHORT,0,16.0,0.0,16.0
2000,2025-11-03,18:05:00,SHORT,0,16.0,0.0,16.0
2001,2025-11-03,18:09:00,SHORT,0,-3.25,0.0,-3.25
2002,2025-11-03,18:18:00,SHORT,0,-3.25,0.0,-3.25
2003,2025-11-03,18:23:00,SHORT,0,-9.5,0.0,-9.5
2004,2025-11-03,18:30:00,SHORT,0,-6.5,0.0,-6.5
2005,2025-11-03,18:47:00,SHORT,0,2.5,0.0,2.5
2006,2025-11-03,19:34:00,SHORT,0,-10.5,0.0,-10.5
2007,2025-11-03,19:41:00,SHORT,0,-6.25,0.0,-6.25
2008,2025-11-03,19:50:00,SHORT,0,-7.75,0.0,-7.75
2009,2025-11-03,20:08:00,SHORT,0,10.75,0.0,10.75
2010,2025-11-03,20:31:00,SHORT,0,-4.25,0.0,-4.25
2011,2025-11-03,20:48:00,SHORT,0,-3.0,0.0,-3.0
2012,2025-11-03,20:56:00,SHORT,0,-0.25,0.0,-0.25
2013,2025-11-03,20:59:00,SHORT,0,-4.0,0.0,-4.0
2014,2025-11-03,21:17:00,SHORT,0,16.75,0.0,16.75
2015,2025-11-03,21:37:00,SHORT,0,-2.0,0.0,-2.0
2016,2025-11-03,21:40:00,SHORT,0,-0.75,0.0,-0.75
2017,2025-11-03,21:47:00,SHORT,0,-1.75,0.0,-1.75
2018,2025-11-03,21:53:00,SHORT,0,-1.75,0.0,-1.75
2019,2025-11-03,22:00:00,SHORT,0,-2.75,0.0,-2.75
2020,2025-11-03,23:34:00,SHORT,0,-5.25,0.0,-5.25
2021,2025-11-03,23:37:00,SHORT,0,-1.5,0.0,-1.5
2022,2025-11-04,00:02:00,SHORT,0,-5.5,0.0,-5.5
2023,2025-11-04,00:38:00,SHORT,0,-10.75,0.0,-10.75
2024,2025-11-04,01:00:00,SHORT,0,13.25,0.0,13.25
2025,2025-11-04,01:02:00,SHORT,0,-17.0,0.0,-17.0
2026,2025-11-04,01:18:00,SHORT,0,-3.5,0.0,-3.5
2027,2025-11-04,01:33:00,SHORT,0,-0.25,0.0,-0.25
2028,2025-11-04,01:50:00,SHORT,0,-5.25,0.0,-5.25
2029,2025-11-04,02:02:00,SHORT,0,-10.0,0.0,-10.0
2030,2025-11-04,02:12:00,SHORT,0,-9.5,0.0,-9.5
2031,2025-11-04,03:18:00,SHORT,0,1.75,0.0,1.75
2032,2025-11-04,03:20:00,SHORT,0,0.75,0.0,0.75
2033,2025-11-04,03:23:00,SHORT,0,-2.75,0.0,-2.75
2034,2025-11-04,03:32:00,SHORT,0,-1.75,0.0,-1.75
2035,2025-11-04,04:08:00,SHORT,0,-7.25,0.0,-7.25
2036,2025-11-04,04:14:00,SHORT,0,-8.75,0.0,-8.75
2037,2025-11-04,04:34:00,SHORT,0,-2.0,0.0,-2.0
2038,2025-11-04,04:36:00,SHORT,0,-6.25,0.0,-6.25
2039,2025-11-04,04:49:00,SHORT,0,-2.0,0.0,-2.0
2040,2025-11-04,04:52:00,SHORT,0,-4.25,0.0,-4.25
2041,2025-11-04,05:06:00,SHORT,0,-3.25,0.0,-3.25
2042,2025-11-04,05:12:00,SHORT,0,0.0,0.0,0.0
2043,2025-11-04,05:14:00,SHORT,0,-3.75,0.0,-3.75
2044,2025-11-04,06:37:00,SHORT,0,-4.25,0.0,-4.25
2045,2025-11-04,06:44:00,SHORT,0,-4.0,0.0,-4.0
2046,2025-11-04,07:00:00,SHORT,0,2.5,0.0,2.5
2047,2025-11-04,07:43:00,SHORT,0,22.5,0.0,22.5
2048,2025-11-04,08:03:00,SHORT,0,-7.25,0.0,-7.25
2049,2025-11-04,08:45:00,SHORT,0,8.75,0.0,8.75
2050,2025-11-04,08:47:00,SHORT,0,-4.75,0.0,-4.75
2051,2025-11-04,09:01:00,SHORT,0,-7.0,0.0,-7.0
2052,2025-11-04,09:05:00,SHORT,0,-8.75,0.0,-8.75
2053,2025-11-04,09:16:00,SHORT,0,-17.0,0.0,-17.0
2054,2025-11-04,09:22:00,SHORT,0,-5.5,0.0,-5.5
2055,2025-11-04,09:34:00,SHORT,0,-16.0,0.0,-16.0
2056,2025-11-04,09:45:00,SHORT,0,-18.0,0.0,-18.0
2057,2025-11-04,10:57:00,SHORT,0,64.0,0.0,64.0
2058,2025-11-04,11:00:00,SHORT,0,-6.25,0.0,-6.25
2059,2025-11-04,11:03:00,SHORT,0,-3.75,0.0,-3.75
2060,2025-11-04,11:08:00,SHORT,0,-7.25,0.0,-7.25
2061,2025-11-04,11:21:00,SHORT,0,-12.0,0.0,-12.0
2062,2025-11-04,11:24:00,SHORT,0,-6.75,0.0,-6.75
2063,2025-11-04,11:37:00,SHORT,0,9.0,0.0,9.0
2064,2025-11-04,11:49:00,SHORT,0,-1.25,0.0,-1.25
2065,2025-11-04,11:52:00,SHORT,0,-6.5,0.0,-6.5
2066,2025-11-04,11:55:00,SHORT,0,-13.25,0.0,-13.25
2067,2025-11-04,11:58:00,SHORT,0,-6.0,0.0,-6.0
2068,2025-11-04,12:37:00,SHORT,0,7.75,0.0,7.75
2069,2025-11-04,12:59:00,SHORT,0,-14.75,0.0,-14.75
2070,2025-11-04,13:07:00,SHORT,0,-6.75,0.0,-6.75
2071,2025-11-04,13:11:00,SHORT,0,-14.5,0.0,-14.5
2072,2025-11-04,13:48:00,SHORT,0,-8.25,0.0,-8.25
2073,2025-11-04,14:02:00,SHORT,0,7.0,0.0,7.0
2074,2025-11-04,14:32:00,SHORT,0,13.0,0.0,13.0
2075,2025-11-04,14:34:00,SHORT,0,-26.25,0.0,-26.25
2076,2025-11-04,15:10:00,SHORT,0,120.25,0.0,120.25
2077,2025-11-04,15:19:00,SHORT,0,-12.75,0.0,-12.75
2078,2025-11-04,15:32:00,SHORT,0,-10.25,0.0,-10.25
2079,2025-11-04,15:37:00,SHORT,0,-5.25,0.0,-5.25
2080,2025-11-04,15:47:00,SHORT,0,-12.5,0.0,-12.5
2081,2025-11-04,16:34:00,SHORT,0,-8.25,0.0,-8.25
2082,2025-11-04,16:42:00,SHORT,0,-8.5,0.0,-8.5
2083,2025-11-04,16:47:00,SHORT,0,-16.75,0.0,-16.75
2084,2025-11-04,16:58:00,SHORT,0,-36.5,0.0,-36.5
2085,2025-11-04,17:33:00,SHORT,0,-3.75,0.0,-3.75
2086,2025-11-04,17:41:00,SHORT,0,-15.75,0.0,-15.75
2087,2025-11-04,17:55:00,SHORT,0,-11.5,0.0,-11.5
2088,2025-11-04,18:18:00,SHORT,0,-10.25,0.0,-10.25
2089,2025-11-04,18:26:00,SHORT,0,-13.0,0.0,-13.0
2090,2025-11-04,18:34:00,SHORT,0,-20.5,0.0,-20.5
2091,2025-11-04,19:07:00,SHORT,0,35.75,0.0,35.75
2092,2025-11-04,19:18:00,SHORT,0,-13.5,0.0,-13.5
2093,2025-11-04,19:23:00,SHORT,0,-14.25,0.0,-14.25
2094,2025-11-04,19:32:00,SHORT,0,-16.25,0.0,-16.25
2095,2025-11-04,20:05:00,SHORT,0,-14.5,0.0,-14.5
2096,2025-11-04,20:12:00,SHORT,0,2.75,0.0,2.75
2097,2025-11-04,20:22:00,SHORT,0,-8.75,0.0,-8.75
2098,2025-11-04,20:33:00,SHORT,0,-11.0,0.0,-11.0
2099,2025-11-04,20:35:00,SHORT,0,-5.25,0.0,-5.25
2100,2025-11-04,20:50:00,SHORT,0,-6.25,0.0,-6.25
2101,2025-11-04,21:08:00,SHORT,0,-11.5,0.0,-11.5
2102,2025-11-04,21:18:00,SHORT,0,-13.0,0.0,-13.0
2103,2025-11-04,21:21:00,SHORT,0,-6.5,0.0,-6.5
2104,2025-11-04,23:02:00,SHORT,0,19.25,0.0,19.25
2105,2025-11-04,23:27:00,SHORT,0,-12.25,0.0,-12.25
2106,2025-11-04,23:35:00,SHORT,0,-7.75,0.0,-7.75
2107,2025-11-04,23:47:00,SHORT,0,-10.0,0.0,-10.0
2108,2025-11-05,00:18:00,SHORT,0,-12.0,0.0,-12.0
2109,2025-11-05,00:26:00,SHORT,0,-13.0,0.0,-13.0
2110,2025-11-05,00:57:00,SHORT,0,-6.75,0.0,-6.75
2111,2025-11-05,01:16:00,SHORT,0,-3.75,0.0,-3.75
2112,2025-11-05,01:46:00,SHORT,0,-22.0,0.0,-22.0
2113,2025-11-05,01:52:00,SHORT,0,-18.5,0.0,-18.5
2114,2025-11-05,02:04:00,SHORT,0,-15.75,0.0,-15.75
2115,2025-11-05,02:13:00,SHORT,0,-2.25,0.0,-2.25
2116,2025-11-05,02:24:00,SHORT,0,-23.25,0.0,-23.25
2117,2025-11-05,03:20:00,SHORT,0,122.75,0.0,122.75
2118,2025-11-05,04:04:00,SHORT,0,51.75,0.0,51.75
2119,2025-11-05,04:28:00,SHORT,0,-4.5,0.0,-4.5
2120,2025-11-05,04:35:00,SHORT,0,-5.5,0.0,-5.5
2121,2025-11-05,04:48:00,SHORT,0,-1.75,0.0,-1.75
2122,2025-11-05,04:53:00,SHORT,0,-5.5,0.0,-5.5
2123,2025-11-05,05:27:00,SHORT,0,30.0,0.0,30.0
2124,2025-11-05,05:34:00,SHORT,0,-4.75,0.0,-4.75
2125,2025-11-05,05:38:00,SHORT,0,-6.0,0.0,-6.0
2126,2025-11-05,06:32:00,SHORT,0,52.5,0.0,52.5
2127,2025-11-05,06:37:00,SHORT,0,-6.0,0.0,-6.0
