Trade #,Data,Hora,Direção,Contratos,PnL Bruto,Comissões,PnL Líquido
1362,2025-10-22,16:53:00,SHORT,0,-25.75,0.0,-25.75
1363,2025-10-22,17:01:00,SHORT,0,-2.25,0.0,-2.25
1364,2025-10-22,17:38:00,SHORT,0,-8.5,0.0,-8.5
1365,2025-10-22,18:16:00,SHORT,0,10.0,0.0,10.0
1366,2025-10-22,18:42:00,SHORT,0,17.0,0.0,17.0
1367,2025-10-22,18:52:00,SHORT,0,-15.25,0.0,-15.25
1368,2025-10-22,19:25:00,SHORT,0,63.0,0.0,63.0
1369,2025-10-22,19:28:00,SHORT,0,-1.5,0.0,-1.5
1370,2025-10-22,19:47:00,SHORT,0,14.25,0.0,14.25
1371,2025-10-22,19:54:00,SHORT,0,-11.75,0.0,-11.75
1372,2025-10-22,19:59:00,SHORT,0,-10.25,0.0,-10.25
1373,2025-10-22,20:15:00,SHORT,0,17.0,0.0,17.0
1374,2025-10-22,20:18:00,SHORT,0,-2.5,0.0,-2.5
1375,2025-10-22,20:37:00,SHORT,0,-6.0,0.0,-6.0
1376,2025-10-22,20:55:00,SHORT,0,-1.75,0.0,-1.75
1377,2025-10-22,22:02:00,SHORT,0,-11.0,0.0,-11.0
1378,2025-10-22,22:29:00,SHORT,0,8.25,0.0,8.25
1379,2025-10-22,22:39:00,SHORT,0,-6.5,0.0,-6.5
1380,2025-10-22,22:53:00,SHORT,0,1.0,0.0,1.0
1381,2025-10-22,22:57:00,SHORT,0,-3.25,0.0,-3.25
1382,2025-10-22,23:01:00,SHORT,0,-2.75,0.0,-2.75
1383,2025-10-22,23:18:00,SHORT,0,5.75,0.0,5.75
1384,2025-10-22,23:20:00,SHORT,0,-4.25,0.0,-4.25
1385,2025-10-23,00:40:00,SHORT,0,32.5,0.0,32.5
1386,2025-10-23,00:42:00,SHORT,0,-0.25,0.0,-0.25
1387,2025-10-23,01:51:00,SHORT,0,60.75,0.0,60.75
1388,2025-10-23,02:13:00,SHORT,0,-0.25,0.0,-0.25
1389,2025-10-23,02:25:00,SHORT,0,-3.25,0.0,-3.25
1390,2025-10-23,02:27:00,SHORT,0,0.5,0.0,0.5
1391,2025-10-23,02:36:00,SHORT,0,-0.75,0.0,-0.75
1392,2025-10-23,02:38:00,SHORT,0,-1.0,0.0,-1.0
1393,2025-10-23,02:58:00,SHORT,0,-0.5,0.0,-0.5
1394,2025-10-23,03:26:00,SHORT,0,0.5,0.0,0.5
1395,2025-10-23,03:54:00,SHORT,0,-5.5,0.0,-5.5
1396,2025-10-23,03:59:00,SHORT,0,-8.75,0.0,-8.75
1397,2025-10-23,04:07:00,SHORT,0,0.0,0.0,0.0
1398,2025-10-23,04:09:00,SHORT,0,-2.5,0.0,-2.5
1399,2025-10-23,04:33:00,SHORT,0,-10.0,0.0,-10.0
1400,2025-10-23,05:07:00,SHORT,0,-2.0,0.0,-2.0
1401,2025-10-23,05:19:00,SHORT,0,-3.25,0.0,-3.25
1402,2025-10-23,05:50:00,SHORT,0,3.0,0.0,3.0
1403,2025-10-23,06:13:00,SHORT,0,11.25,0.0,11.25
1404,2025-10-23,06:31:00,SHORT,0,-3.25,0.0,-3.25
1405,2025-10-23,06:36:00,SHORT,0,-15.75,0.0,-15.75
1406,2025-10-23,06:41:00,SHORT,0,-2.75,0.0,-2.75
1407,2025-10-23,07:19:00,SHORT,0,14.25,0.0,14.25
1408,2025-10-23,07:41:00,SHORT,0,-5.25,0.0,-5.25
1409,2025-10-23,07:53:00,SHORT,0,-3.0,0.0,-3.0
1410,2025-10-23,08:14:00,SHORT,0,-0.75,0.0,-0.75
1411,2025-10-23,08:21:00,SHORT,0,-4.5,0.0,-4.5
1412,2025-10-23,08:23:00,SHORT,0,-2.75,0.0,-2.75
1413,2025-10-23,08:33:00,SHORT,0,-3.0,0.0,-3.0
1414,2025-10-23,08:41:00,SHORT,0,-4.0,0.0,-4.0
1415,2025-10-23,09:10:00,SHORT,0,-3.25,0.0,-3.25
1416,2025-10-23,09:44:00,SHORT,0,-2.5,0.0,-2.5
1417,2025-10-23,10:15:00,SHORT,0,10.5,0.0,10.5
1418,2025-10-23,10:22:00,SHORT,0,-4.0,0.0,-4.0
1419,2025-10-23,10:30:00,SHORT,0,-3.5,0.0,-3.5
1420,2025-10-23,10:34:00,SHORT,0,-5.5,0.0,-5.5
1421,2025-10-23,11:02:00,SHORT,0,-11.75,0.0,-11.75
1422,2025-10-23,11:05:00,SHORT,0,-19.25,0.0,-19.25
1423,2025-10-23,11:28:00,SHORT,0,-3.75,0.0,-3.75
1424,2025-10-23,11:36:00,SHORT,0,-2.5,0.0,-2.5
1425,2025-10-23,11:41:00,SHORT,0,-0.75,0.0,-0.75
1426,2025-10-23,12:26:00,SHORT,0,-7.75,0.0,-7.75
1427,2025-10-23,12:32:00,SHORT,0,-13.0,0.0,-13.0
1428,2025-10-23,12:36:00,SHORT,0,-9.0,0.0,-9.0
1429,2025-10-23,13:08:00,SHORT,0,32.5,0.0,32.5
1430,2025-10-23,14:07:00,SHORT,0,162.25,0.0,162.25
1431,2025-10-23,14:46:00,SHORT,0,25.25,0.0,25.25
1432,2025-10-23,14:54:00,SHORT,0,-7.75,0.0,-7.75
1433,2025-10-23,15:04:00,SHORT,0,-1.5,0.0,-1.5
1434,2025-10-23,15:14:00,SHORT,0,-13.25,0.0,-13.25
1435,2025-10-23,15:38:00,SHORT,0,-7.0,0.0,-7.0
1436,2025-10-23,15:41:00,SHORT,0,-2.75,0.0,-2.75
1437,2025-10-23,16:23:00,SHORT,0,38.0,0.0,38.0
1438,2025-10-23,16:25:00,SHORT,0,-9.25,0.0,-9.25
1439,2025-10-23,16:35:00,SHORT,0,-11.25,0.0,-11.25
1440,2025-10-23,17:07:00,SHORT,0,17.25,0.0,17.25
1441,2025-10-23,17:09:00,SHORT,0,-14.5,0.0,-14.5
1442,2025-10-23,17:18:00,SHORT,0,-11.0,0.0,-11.0
1443,2025-10-23,18:03:00,SHORT,0,42.25,0.0,42.25
1444,2025-10-23,18:36:00,SHORT,0,3.25,0.0,3.25
1445,2025-10-23,19:08:00,SHORT,0,1.25,0.0,1.25
1446,2025-10-23,19:18:00,SHORT,0,-9.25,0.0,-9.25
1447,2025-10-23,19:25:00,SHORT,0,-7.5,0.0,-7.5
1448,2025-10-23,19:27:00,SHORT,0,-6.25,0.0,-6.25
1449,2025-10-23,19:32:00,SHORT,0,-5.25,0.0,-5.25
1450,2025-10-23,20:01:00,SHORT,0,-5.25,0.0,-5.25
1451,2025-10-23,20:19:00,SHORT,0,4.0,0.0,4.0
1452,2025-10-23,20:21:00,SHORT,0,-2.5,0.0,-2.5
1453,2025-10-23,20:48:00,SHORT,0,12.0,0.0,12.0
1454,2025-10-23,22:24:00,SHORT,0,2.0,0.0,2.0
1455,2025-10-23,22:31:00,SHORT,0,-4.0,0.0,-4.0
1456,2025-10-23,22:43:00,SHORT,0,-3.25,0.0,-3.25
1457,2025-10-23,23:20:00,SHORT,0,-3.25,0.0,-3.25
1458,2025-10-23,23:25:00,SHORT,0,-0.75,0.0,-0.75
1459,2025-10-23,23:27:00,SHORT,0,-1.25,0.0,-1.25
1460,2025-10-23,23:30:00,SHORT,0,-3.0,0.0,-3.0
1461,2025-10-23,23:33:00,SHORT,0,-1.75,0.0,-1.75
1462,2025-10-23,23:46:00,SHORT,0,0.5,0.0,0.5
1463,2025-10-23,23:53:00,SHORT,0,-3.5,0.0,-3.5
1464,2025-10-24,00:08:00,SHORT,0,-9.0,0.0,-9.0
1465,2025-10-24,00:25:00,SHORT,0,-3.5,0.0,-3.5
1466,2025-10-24,00:31:00,SHORT,0,-1.75,0.0,-1.75
1467,2025-10-24,00:47:00,SHORT,0,3.25,0.0,3.25
1468,2025-10-24,00:54:00,SHORT,0,-1.25,0.0,-1.25
1469,2025-10-24,01:26:00,SHORT,0,16.75,0.0,16.75
1470,2025-10-24,02:06:00,SHORT,0,8.0,0.0,8.0
1471,2025-10-24,02:33:00,SHORT,0,-0.25,0.0,-0.25
1472,2025-10-24,02:59:00,SHORT,0,-5.5,0.0,-5.5
1473,2025-10-24,03:10:00,SHORT,0,-3.5,0.0,-3.5
1474,2025-10-24,03:47:00,SHORT,0,14.0,0.0,14.0
1475,2025-10-24,04:06:00,SHORT,0,-1.0,0.0,-1.0
1476,2025-10-24,04:17:00,SHORT,0,-2.0,0.0,-2.0
1477,2025-10-24,04:31:00,SHORT,0,0.75,0.0,0.75
1478,2025-10-24,04:45:00,SHORT,0,-1.25,0.0,-1.25
1479,2025-10-24,04:55:00,SHORT,0,-2.5,0.0,-2.5
1480,2025-10-24,05:09:00,SHORT,0,1.25,0.0,1.25
1481,2025-10-24,05:12:00,SHORT,0,-0.75,0.0,-0.75
1482,2025-10-24,05:16:00,SHORT,0,-3.25,0.0,-3.25
1483,2025-10-24,05:18:00,SHORT,0,-0.75,0.0,-0.75
1484,2025-10-24,05:20:00,SHORT,0,-1.75,0.0,-1.75
1485,2025-10-24,05:53:00,SHORT,0,9.0,0.0,9.0
1486,2025-10-24,06:32:00,SHORT,0,27.25,0.0,27.25
1487,2025-10-24,07:02:00,SHORT,0,-1.0,0.0,-1.0
1488,2025-10-24,07:09:00,SHORT,0,-4.25,0.0,-4.25
1489,2025-10-24,07:11:00,SHORT,0,0.25,0.0,0.25
1490,2025-10-24,07:47:00,SHORT,0,-7.0,0.0,-7.0
1491,2025-10-24,08:11:00,SHORT,0,-1.5,0.0,-1.5
1492,2025-10-24,08:15:00,SHORT,0,-3.0,0.0,-3.0
1493,2025-10-24,08:34:00,SHORT,0,0.75,0.0,0.75
1494,2025-10-24,08:39:00,SHORT,0,-2.5,0.0,-2.5
1495,2025-10-24,08:59:00,SHORT,0,9.25,0.0,9.25
1496,2025-10-24,09:47:00,SHORT,0,27.5,0.0,27.5
1497,2025-10-24,10:24:00,SHORT,0,-2.0,0.0,-2.0
1498,2025-10-24,10:37:00,SHORT,0,-2.75,0.0,-2.75
1499,2025-10-24,10:43:00,SHORT,0,-1.25,0.0,-1.25
1500,2025-10-24,10:51:00,SHORT,0,-3.0,0.0,-3.0
1501,2025-10-24,11:09:00,SHORT,0,-2.0,0.0,-2.0
1502,2025-10-24,11:11:00,SHORT,0,-0.25,0.0,-0.25
1503,2025-10-24,11:19:00,SHORT,0,-2.5,0.0,-2.5
1504,2025-10-24,12:01:00,SHORT,0,6.0,0.0,6.0
1505,2025-10-24,12:11:00,SHORT,0,1.75,0.0,1.75
1506,2025-10-24,12:14:00,SHORT,0,-1.75,0.0,-1.75
1507,2025-10-24,12:31:00,SHORT,0,-2.0,0.0,-2.0
1508,2025-10-24,12:50:00,SHORT,0,-34.25,0.0,-34.25
1509,2025-10-24,13:28:00,SHORT,0,10.25,0.0,10.25
1510,2025-10-24,13:49:00,SHORT,0,3.5,0.0,3.5
1511,2025-10-24,13:59:00,SHORT,0,-18.5,0.0,-18.5
1512,2025-10-24,14:22:00,SHORT,0,-10.0,0.0,-10.0
1513,2025-10-24,14:52:00,SHORT,0,1.75,0.0,1.75
1514,2025-10-24,15:37:00,SHORT,0,34.0,0.0,34.0
1515,2025-10-24,15:39:00,SHORT,0,-6.5,0.0,-6.5
1516,2025-10-24,15:41:00,SHORT,0,-0.75,0.0,-0.75
1517,2025-10-24,15:55:00,SHORT,0,-9.75,0.0,-9.75
1518,2025-10-24,16:07:00,SHORT,0,0.0,0.0,0.0
1519,2025-10-24,16:28:00,SHORT,0,14.0,0.0,14.0
1520,2025-10-24,17:08:00,SHORT,0,10.0,0.0,10.0
1521,2025-10-24,17:13:00,SHORT,0,-7.25,0.0,-7.25
1522,2025-10-24,17:16:00,SHORT,0,-8.25,0.0,-8.25
1523,2025-10-24,17:22:00,SHORT,0,-5.5,0.0,-5.5
1524,2025-10-24,17:30:00,SHORT,0,-2.5,0.0,-2.5
1525,2025-10-24,17:54:00,SHORT,0,7.0,0.0,7.0
1526,2025-10-24,17:56:00,SHORT,0,-0.75,0.0,-0.75
1527,2025-10-24,18:16:00,SHORT,0,-4.0,0.0,-4.0
1528,2025-10-24,18:23:00,SHORT,0,-1.25,0.0,-1.25
1529,2025-10-24,18:26:00,SHORT,0,-3.5,0.0,-3.5
1530,2025-10-24,18:34:00,SHORT,0,-2.5,0.0,-2.5
1531,2025-10-24,18:42:00,SHORT,0,-4.5,0.0,-4.5
1532,2025-10-24,18:59:00,SHORT,0,-2.25,0.0,-2.25
1533,2025-10-24,19:20:00,SHORT,0,10.75,0.0,10.75
1534,2025-10-24,19:32:00,SHORT,0,1.0,0.0,1.0
1535,2025-10-24,19:34:00,SHORT,0,-2.5,0.0,-2.5
1536,2025-10-24,20:44:00,SHORT,0,5.5,0.0,5.5
1537,2025-10-26,17:22:00,SHORT,0,-5.0,0.0,-5.0
1538,2025-10-26,22:20:00,SHORT,0,-16.5,0.0,-16.5
1539,2025-10-26,22:22:00,SHORT,0,-5.75,0.0,-5.75
1540,2025-10-26,22:40:00,SHORT,0,3.75,0.0,3.75
1541,2025-10-26,23:14:00,SHORT,0,-8.5,0.0,-8.5
1542,2025-10-26,23:47:00,SHORT,0,0.0,0.0,0.0
1543,2025-10-27,00:23:00,SHORT,0,2.25,0.0,2.25
1544,2025-10-27,00:42:00,SHORT,0,-2.25,0.0,-2.25
1545,2025-10-27,00:47:00,SHORT,0,-2.0,0.0,-2.0
1546,2025-10-27,01:42:00,SHORT,0,8.25,0.0,8.25
1547,2025-10-27,01:47:00,SHORT,0,-2.25,0.0,-2.25
1548,2025-10-27,02:10:00,SHORT,0,-5.5,0.0,-5.5
1549,2025-10-27,02:15:00,SHORT,0,-2.0,0.0,-2.0
1550,2025-10-27,02:30:00,SHORT,0,0.0,0.0,0.0
1551,2025-10-27,03:39:00,SHORT,0,40.75,0.0,40.75
1552,2025-10-27,04:05:00,SHORT,0,-1.5,0.0,-1.5
1553,2025-10-27,04:07:00,SHORT,0,-6.5,0.0,-6.5
1554,2025-10-27,04:10:00,SHORT,0,-2.75,0.0,-2.75
1555,2025-10-27,04:13:00,SHORT,0,-1.5,0.0,-1.5
1556,2025-10-27,04:37:00,SHORT,0,-0.25,0.0,-0.25
1557,2025-10-27,04:39:00,SHORT,0,-1.75,0.0,-1.75
1558,2025-10-27,04:47:00,SHORT,0,0.5,0.0,0.5
1559,2025-10-27,05:29:00,SHORT,0,12.25,0.0,12.25
1560,2025-10-27,05:34:00,SHORT,0,-5.0,0.0,-5.0
1561,2025-10-27,05:42:00,SHORT,0,0.25,0.0,0.25
1562,2025-10-27,06:15:00,SHORT,0,7.75,0.0,7.75
1563,2025-10-27,06:34:00,SHORT,0,2.5,0.0,2.5
1564,2025-10-27,06:40:00,SHORT,0,-2.75,0.0,-2.75
1565,2025-10-27,06:49:00,SHORT,0,-1.5,0.0,-1.5
1566,2025-10-27,07:40:00,SHORT,0,18.0,0.0,18.0
1567,2025-10-27,08:15:00,SHORT,0,-2.0,0.0,-2.0
1568,2025-10-27,08:20:00,SHORT,0,-6.0,0.0,-6.0
1569,2025-10-27,08:24:00,SHORT,0,-5.75,0.0,-5.75
1570,2025-10-27,09:04:00,SHORT,0,12.25,0.0,12.25
1571,2025-10-27,09:08:00,SHORT,0,-2.0,0.0,-2.0
1572,2025-10-27,09:10:00,SHORT,0,-3.75,0.0,-3.75
1573,2025-10-27,09:13:00,SHORT,0,-2.25,0.0,-2.25
1574,2025-10-27,09:19:00,SHORT,0,-2.0,0.0,-2.0
1575,2025-10-27,09:25:00,SHORT,0,-4.75,0.0,-4.75
1576,2025-10-27,10:12:00,SHORT,0,33.0,0.0,33.0
1577,2025-10-27,10:42:00,SHORT,0,6.25,0.0,6.25
1578,2025-10-27,10:56:00,SHORT,0,-1.5,0.0,-1.5
1579,2025-10-27,11:05:00,SHORT,0,-2.25,0.0,-2.25
1580,2025-10-27,11:09:00,SHORT,0,-3.5,0.0,-3.5
1581,2025-10-27,11:11:00,SHORT,0,-3.5,0.0,-3.5
1582,2025-10-27,11:33:00,SHORT,0,-4.75,0.0,-4.75
1583,2025-10-27,11:58:00,SHORT,0,-2.25,0.0,-2.25
1584,2025-10-27,12:00:00,SHORT,0,-2.25,0.0,-2.25
1585,2025-10-27,12:02:00,SHORT,0,0.0,0.0,0.0
1586,2025-10-27,12:27:00,SHORT,0,9.75,0.0,9.75
1587,2025-10-27,12:42:00,SHORT,0,-8.75,0.0,-8.75
1588,2025-10-27,12:56:00,SHORT,0,-1.75,0.0,-1.75
1589,2025-10-27,13:16:00,SHORT,0,-2.5,0.0,-2.5
1590,2025-10-27,13:30:00,SHORT,0,-7.5,0.0,-7.5
1591,2025-10-27,13:36:00,SHORT,0,-24.25,0.0,-24.25
1592,2025-10-27,13:43:00,SHORT,0,-24.75,0.0,-24.75
1593,2025-10-27,13:47:00,SHORT,0,-13.5,0.0,-13.5
1594,2025-10-27,13:52:00,SHORT,0,-18.75,0.0,-18.75
1595,2025-10-27,14:12:00,SHORT,0,21.5,0.0,21.5
1596,2025-10-27,14:17:00,SHORT,0,-9.0,0.0,-9.0
1597,2025-10-27,14:50:00,SHORT,0,9.0,0.0,9.0
1598,2025-10-27,15:23:00,SHORT,0,1.0,0.0,1.0
1599,2025-10-27,15:48:00,SHORT,0,10.25,0.0,10.25
1600,2025-10-27,15:50:00,SHORT,0,-2.0,0.0,-2.0
1601,2025-10-27,15:52:00,SHORT,0,-7.5,0.0,-7.5
1602,2025-10-27,16:18:00,SHORT,0,3.0,0.0,3.0
1603,2025-10-27,16:27:00,SHORT,0,-2.5,0.0,-2.5
1604,2025-10-27,16:41:00,SHORT,0,-3.0,0.0,-3.0
1605,2025-10-27,16:44:00,SHORT,0,-4.75,0.0,-4.75
1606,2025-10-27,16:46:00,SHORT,0,-1.5,0.0,-1.5
1607,2025-10-27,17:09:00,SHORT,0,0.25,0.0,0.25
1608,2025-10-27,17:19:00,SHORT,0,-4.0,0.0,-4.0
1609,2025-10-27,18:02:00,SHORT,0,22.25,0.0,22.25
1610,2025-10-27,18:04:00,SHORT,0,-5.75,0.0,-5.75
1611,2025-10-27,18:09:00,SHORT,0,-1.0,0.0,-1.0
1612,2025-10-27,18:31:00,SHORT,0,3.75,0.0,3.75
1613,2025-10-27,18:42:00,SHORT,0,-0.75,0.0,-0.75
1614,2025-10-27,18:53:00,SHORT,0,-0.25,0.0,-0.25
1615,2025-10-27,19:02:00,SHORT,0,2.25,0.0,2.25
1616,2025-10-27,19:14:00,SHORT,0,-5.25,0.0,-5.25
1617,2025-10-27,19:34:00,SHORT,0,-3.5,0.0,-3.5
1618,2025-10-27,20:10:00,SHORT,0,40.25,0.0,40.25
1619,2025-10-27,20:59:00,SHORT,0,33.25,0.0,33.25
1620,2025-10-27,22:32:00,SHORT,0,0.0,0.0,0.0
1621,2025-10-27,22:40:00,SHORT,0,-0.5,0.0,-0.5
1622,2025-10-27,22:42:00,SHORT,0,-3.0,0.0,-3.0
1623,2025-10-27,22:55:00,SHORT,0,-1.0,0.0,-1.0
1624,2025-10-27,23:42:00,SHORT,0,12.75,0.0,12.75
1625,2025-10-27,23:55:00,SHORT,0,-4.0,0.0,-4.0
1626,2025-10-28,00:18:00,SHORT,0,-3.25,0.0,-3.25
1627,2025-10-28,00:23:00,SHORT,0,-1.25,0.0,-1.25
1628,2025-10-28,00:30:00,SHORT,0,0.75,0.0,0.75
1629,2025-10-28,00:41:00,SHORT,0,-2.25,0.0,-2.25
1630,2025-10-28,00:46:00,SHORT,0,-2.25,0.0,-2.25
1631,2025-10-28,01:19:00,SHORT,0,-2.0,0.0,-2.0
1632,2025-10-28,01:41:00,SHORT,0,0.5,0.0,0.5
1633,2025-10-28,01:49:00,SHORT,0,-2.25,0.0,-2.25
1634,2025-10-28,01:56:00,SHORT,0,-6.75,0.0,-6.75
1635,2025-10-28,02:23:00,SHORT,0,-1.5,0.0,-1.5
1636,2025-10-28,02:29:00,SHORT,0,-1.0,0.0,-1.0
1637,2025-10-28,02:33:00,SHORT,0,-1.25,0.0,-1.25
1638,2025-10-28,02:48:00,SHORT,0,-3.0,0.0,-3.0
1639,2025-10-28,03:12:00,SHORT,0,2.75,0.0,2.75
1640,2025-10-28,03:21:00,SHORT,0,-4.75,0.0,-4.75
1641,2025-10-28,03:33:00,SHORT,0,-2.75,0.0,-2.75
1642,2025-10-28,03:36:00,SHORT,0,-1.5,0.0,-1.5
1643,2025-10-28,03:41:00,SHORT,0,0.25,0.0,0.25
1644,2025-10-28,03:59:00,SHORT,0,3.75,0.0,3.75
1645,2025-10-28,04:03:00,SHORT,0,-2.0,0.0,-2.0
1646,2025-10-28,04:16:00,SHORT,0,-2.75,0.0,-2.75
1647,2025-10-28,05:06:00,SHORT,0,-4.25,0.0,-4.25
1648,2025-10-28,05:22:00,SHORT,0,0.25,0.0,0.25
1649,2025-10-28,05:30:00,SHORT,0,-1.5,0.0,-1.5
1650,2025-10-28,05:32:00,SHORT,0,-1.0,0.0,-1.0
1651,2025-10-28,05:34:00,SHORT,0,-2.25,0.0,-2.25
1652,2025-10-28,05:37:00,SHORT,0,0.5,0.0,0.5
1653,2025-10-28,06:06:00,SHORT,0,8.0,0.0,8.0
1654,2025-10-28,06:11:00,SHORT,0,-0.25,0.0,-0.25
1655,2025-10-28,06:41:00,SHORT,0,9.25,0.0,9.25
1656,2025-10-28,06:45:00,SHORT,0,-0.75,0.0,-0.75
1657,2025-10-28,07:14:00,SHORT,0,-5.25,0.0,-5.25
1658,2025-10-28,07:35:00,SHORT,0,-0.75,0.0,-0.75
1659,2025-10-28,08:24:00,SHORT,0,-2.75,0.0,-2.75
1660,2025-10-28,08:26:00,SHORT,0,-8.0,0.0,-8.0
1661,2025-10-28,08:28:00,SHORT,0,-4.5,0.0,-4.5
1662,2025-10-28,08:37:00,SHORT,0,1.5,0.0,1.5
1663,2025-10-28,09:10:00,SHORT,0,16.0,0.0,16.0
1664,2025-10-28,09:18:00,SHORT,0,-0.5,0.0,-0.5
1665,2025-10-28,09:24:00,SHORT,0,-0.25,0.0,-0.25
1666,2025-10-28,09:36:00,SHORT,0,-3.25,0.0,-3.25
1667,2025-10-28,10:05:00,SHORT,0,5.75,0.0,5.75
1668,2025-10-28,10:35:00,SHORT,0,0.75,0.0,0.75
1669,2025-10-28,10:57:00,SHORT,0,-0.5,0.0,-0.5
1670,2025-10-28,11:01:00,SHORT,0,-2.25,0.0,-2.25
1671,2025-10-28,11:33:00,SHORT,0,10.5,0.0,10.5
1672,2025-10-28,11:42:00,SHORT,0,3.0,0.0,3.0
1673,2025-10-28,11:56:00,SHORT,0,0.0,0.0,0.0
1674,2025-10-28,12:09:00,SHORT,0,-2.75,0.0,-2.75
1675,2025-10-28,12:34:00,SHORT,0,14.25,0.0,14.25
1676,2025-10-28,12:45:00,SHORT,0,-4.0,0.0,-4.0
1677,2025-10-28,13:20:00,SHORT,0,33.25,0.0,33.25
1678,2025-10-28,13:37:00,SHORT,0,-7.75,0.0,-7.75
1679,2025-10-28,13:49:00,SHORT,0,-5.0,0.0,-5.0
1680,2025-10-28,13:59:00,SHORT,0,-18.0,0.0,-18.0
1681,2025-10-28,14:18:00,SHORT,0,-4.25,0.0,-4.25
1682,2025-10-28,15:05:00,SHORT,0,-2.25,0.0,-2.25
1683,2025-10-28,15:13:00,SHORT,0,0.5,0.0,0.5
1684,2025-10-28,15:22:00,SHORT,0,-4.75,0.0,-4.75
1685,2025-10-28,15:32:00,SHORT,0,-2.25,0.0,-2.25
1686,2025-10-28,15:43:00,SHORT,0,-7.5,0.0,-7.5
1687,2025-10-28,15:45:00,SHORT,0,-5.5,0.0,-5.5
1688,2025-10-28,16:21:00,SHORT,0,30.75,0.0,30.75
1689,2025-10-28,16:33:00,SHORT,0,-2.5,0.0,-2.5
1690,2025-10-28,16:57:00,SHORT,0,3.5,0.0,3.5
1691,2025-10-28,17:00:00,SHORT,0,-4.25,0.0,-4.25
1692,2025-10-28,17:06:00,SHORT,0,-5.0,0.0,-5.0
1693,2025-10-28,17:08:00,SHORT,0,-6.0,0.0,-6.0
1694,2025-10-28,17:17:00,SHORT,0,-7.0,0.0,-7.0
1695,2025-10-28,17:31:00,SHORT,0,0.0,0.0,0.0
1696,2025-10-28,17:47:00,SHORT,0,3.75,0.0,3.75
1697,2025-10-28,17:57:00,SHORT,0,1.25,0.0,1.25
1698,2025-10-28,18:11:00,SHORT,0,6.75,0.0,6.75
1699,2025-10-28,18:41:00,SHORT,0,24.5,0.0,24.5
1700,2025-10-28,18:50:00,SHORT,0,-4.75,0.0,-4.75
1701,2025-10-28,18:57:00,SHORT,0,0.75,0.0,0.75
1702,2025-10-28,19:02:00,SHORT,0,1.0,0.0,1.0
1703,2025-10-28,19:20:00,SHORT,0,9.5,0.0,9.5
1704,2025-10-28,19:39:00,SHORT,0,7.75,0.0,7.75
1705,2025-10-28,20:32:00,SHORT,0,-2.0,0.0,-2.0
1706,2025-10-28,20:43:00,SHORT,0,0.0,0.0,0.0
1707,2025-10-28,20:51:00,SHORT,0,0.75,0.0,0.75
1708,2025-10-28,22:31:00,SHORT,0,15.5,0.0,15.5
1709,2025-10-28,23:01:00,SHORT,0,-2.0,0.0,-2.0
1710,2025-10-28,23:10:00,SHORT,0,-0.5,0.0,-0.5
1711,2025-10-28,23:29:00,SHORT,0,6.75,0.0,6.75
1712,2025-10-28,23:34:00,SHORT,0,-2.5,0.0,-2.5
1713,2025-10-28,23:41:00,SHORT,0,-2.25,0.0,-2.25
1714,2025-10-28,23:53:00,SHORT,0,-2.25,0.0,-2.25
1715,2025-10-29,00:02:00,SHORT,0,-2.0,0.0,-2.0
1716,2025-10-29,00:37:00,SHORT,0,5.5,0.0,5.5
1717,2025-10-29,00:40:00,SHORT,0,-2.75,0.0,-2.75
1718,2025-10-29,01:46:00,SHORT,0,23.5,0.0,23.5
1719,2025-10-29,02:39:00,SHORT,0,41.0,0.0,41.0
1720,2025-10-29,02:56:00,SHORT,0,-2.5,0.0,-2.5
1721,2025-10-29,03:10:00,SHORT,0,-1.75,0.0,-1.75
1722,2025-10-29,03:15:00,SHORT,0,-2.0,0.0,-2.0
1723,2025-10-29,03:23:00,SHORT,0,-4.5,0.0,-4.5
1724,2025-10-29,03:56:00,SHORT,0,4.5,0.0,4.5
1725,2025-10-29,05:01:00,SHORT,0,12.75,0.0,12.75
1726,2025-10-29,05:14:00,SHORT,0,-3.25,0.0,-3.25
1727,2025-10-29,05:18:00,SHORT,0,-1.5,0.0,-1.5
1728,2025-10-29,05:50:00,SHORT,0,2.75,0.0,2.75
1729,2025-10-29,05:56:00,SHORT,0,-0.5,0.0,-0.5
1730,2025-10-29,06:05:00,SHORT,0,-3.25,0.0,-3.25
1731,2025-10-29,06:38:00,SHORT,0,18.5,0.0,18.5
1732,2025-10-29,07:04:00,SHORT,0,-8.5,0.0,-8.5
1733,2025-10-29,07:13:00,SHORT,0,-1.25,0.0,-1.25
1734,2025-10-29,07:21:00,SHORT,0,-3.75,0.0,-3.75
1735,2025-10-29,07:29:00,SHORT,0,-2.5,0.0,-2.5
1736,2025-10-29,07:32:00,SHORT,0,-3.0,0.0,-3.0
1737,2025-10-29,07:52:00,SHORT,0,10.0,0.0,10.0
1738,2025-10-29,07:56:00,SHORT,0,-2.0,0.0,-2.0
1739,2025-10-29,08:02:00,SHORT,0,-2.5,0.0,-2.5
1740,2025-10-29,08:13:00,SHORT,0,-1.0,0.0,-1.0
1741,2025-10-29,08:24:00,SHORT,0,-4.5,0.0,-4.5
1742,2025-10-29,08:26:00,SHORT,0,-7.25,0.0,-7.25
1743,2025-10-29,08:36:00,SHORT,0,-8.75,0.0,-8.75
1744,2025-10-29,09:43:00,SHORT,0,-3.5,0.0,-3.5
1745,2025-10-29,09:46:00,SHORT,0,-2.75,0.0,-2.75
